N° OP;Descrição do Item;Empresa;Data de Lançamento da OP;N° Pedido de Venda;N° Nota Fiscal;Situação da Garantia
9023;CFD 33E07 2/ED/STD - 807;Perfil Refrigeracao Ind. Com. e Servico Ltda;21/02/2024;7399;NF 45621;Fora de Garantia
9023;CFD 33E07 2/ED/STD - 807;Perfil Refrigeracao Ind. Com. e Servico Ltda;21/02/2024;7399;NF 45622;Fora de Garantia
9024;RTC 313A6 2/STD/W4/RR - 1023;Mazzero e Carvalho - Refrigeracao Ltda;21/02/2024;7402;NF 45661;Fora de Garantia
9025;RTC 251E6 2/STD/W2 - 1475;Mazzero e Carvalho - Refrigeracao Ltda;21/02/2024;7402;NF 45661;Fora de Garantia
9026;RTC 251A6 2/STD/W2 - 1538;Mazzero e Carvalho - Refrigeracao Ltda;21/02/2024;7402;NF 45661;Fora de Garantia
9027;RCI 42B06 2/STD/W8 - 1356;Mazzero e Carvalho - Refrigeracao Ltda;21/02/2024;7402;NF 45661;Fora de Garantia
9028;RTC 252E6 2/STD/W2/RR - 1475;Mazzero e Carvalho - Refrigeracao Ltda;21/02/2024;7402;NF 45661;Fora de Garantia
9029;RCI 42A08 2/STD/W6 - 1088;Mazzero e Carvalho - Refrigeracao Ltda;21/02/2024;7402;NF 45661;Fora de Garantia
9030;RTC 313A8 2/ED/STD;Mazzero e Carvalho - Refrigeracao Ltda;21/02/2024;7402;NF 45661;Fora de Garantia
9035;FCR 070EZ901 V/2/STD/TP;BMG Foods Importacao e Exportacao Ltda;23/02/2024;7470;NF 45513;Fora de Garantia
9036;RFD 31E04 2/STD/W4/CI/AP/RR - 1400 (Padrao Racks);Racks Refrigeracao Ltda;23/02/2024;7412;NF 45505;Fora de Garantia
9037;FCR 055B52 H/3/STD;Stock Tech S.A - Armazens Gerais;23/02/2024;7410;;Fora de Garantia
9038;TC-400 8 Pol - 519 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;23/02/2024;7415;NF 45541;Fora de Garantia
9038;TC-400 8 Pol - 519 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;23/02/2024;7415;NF 45655;Fora de Garantia
9038;TC-400 8 Pol - 519 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;23/02/2024;7415;NF 45759;Fora de Garantia
9039;RCI 43B10 3/ED/STD/50HZ/3x500;Glaciar Refrigeracion Limitada;23/02/2024;7409;NF 45638;Fora de Garantia
9041;VCR 257EZ903 2/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;28/02/2024;7430;NF 45504;Fora de Garantia
9042;VCR 240EZ902 2/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;28/02/2024;7430;NF 45504;Fora de Garantia
9043;VCR 202EZ902 2/STD/AP;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;28/02/2024;7431;NF 45502;Fora de Garantia
9044;RFD 31E04 2/STD/W4/CI/AP/RR - 1400 (Padrao Racks);Racks Refrigeracao Ltda;28/02/2024;7428;NF 45521;Fora de Garantia
9045;RCI 52B10 2/HG/STD/RC;Ida-Yo Industrial e Comercial de Alimentos Ltda;28/02/2024;7418;NF 45644;Fora de Garantia
9045;RCI 52B10 2/HG/STD/RC;Ida-Yo Industrial e Comercial de Alimentos Ltda;28/02/2024;7418;NF 45645;Fora de Garantia
9046;FCR 140EZ902 H/2/STD/TP;Ida-Yo Industrial e Comercial de Alimentos Ltda;28/02/2024;7418;NF 45644;Fora de Garantia
9046;FCR 140EZ902 H/2/STD/TP;Ida-Yo Industrial e Comercial de Alimentos Ltda;28/02/2024;7418;NF 45645;Fora de Garantia
9047;RFD 31E04 2/STD/W4/CI/AP/RR - 1400 (Padrao Racks);Racks Refrigeracao Ltda;28/02/2024;7488;NF 45589;Fora de Garantia
9047;RFD 31E04 2/STD/W4/CI/AP/RR - 1400 (Padrao Racks);Racks Refrigeracao Ltda;28/02/2024;7608;NF 45793;Fora de Garantia
9047;RFD 31E04 2/STD/W4/CI/AP/RR - 1400 (Padrao Racks);Racks Refrigeracao Ltda;28/02/2024;7975;NF 46308;Fora de Garantia
9052;Coifa para RCI 52 - Motov. 500 mm;Atacadao S.A.;01/03/2024;7436;NF 45455;Fora de Garantia
9053;FCR 104AC802 V/3/STD;;01/03/2024;;;Fora de Garantia
9054;CCI 52B10 3/ED/STD/DC - 2105 (Padrao Racks);Racks Refrigeracao Ltda;01/03/2024;7438;NF 45628;Fora de Garantia
9055;Bandeja para RCI 52;Wms Supermercados do Brasil Ltda;05/03/2024;7446;NF 45456;Fora de Garantia
9056;RCI 52D06 3/ED/STD/W30/50HZ - 1384;Glaciar Refrigeracion Limitada;05/03/2024;7443;NF 45466;Fora de Garantia
9057;FCR 104AC802 H/3/STD/CE - 191;Superfrio Solucoes em Refrigeracao Ltda;06/03/2024;7439;NF 45573;Fora de Garantia
9057;FCR 104AC802 H/3/STD/CE - 191;Superfrio Solucoes em Refrigeracao Ltda;06/03/2024;7439;NF 45612;Fora de Garantia
9058;FCR 108EC802 V/2/STD/TP;Supermercados Jau Serve Ltda;08/03/2024;7371;NF 45554;Fora de Garantia
9058;FCR 108EC802 V/2/STD/TP;Supermercados Jau Serve Ltda;08/03/2024;7371;NF 45555;Fora de Garantia
9059;FCR 245EZ903 H/2/STD/TP;Supermercados Jau Serve Ltda;08/03/2024;7369;NF 45516;Fora de Garantia
9059;FCR 245EZ903 H/2/STD/TP;Supermercados Jau Serve Ltda;08/03/2024;7369;NF 45517;Fora de Garantia
9060;FCR 089EC802 H/2/STD/TP;Supermercados Jau Serve Ltda;08/03/2024;7369;NF 45516;Fora de Garantia
9060;FCR 089EC802 H/2/STD/TP;Supermercados Jau Serve Ltda;08/03/2024;7369;NF 45517;Fora de Garantia
9061;NRP 26K2400I 3/STD/EC/W37/CP/BDE - 2084;;08/03/2024;;;Fora de Garantia
9062;NRP 29K2900I 3/HG/STD/W72/CP/BDE/RC/20-10 - 2075;Therm Tech Refrigeracao Industrial Ltda;08/03/2024;7220;NF 45430;Fora de Garantia
9062;NRP 29K2900I 3/HG/STD/W72/CP/BDE/RC/20-10 - 2075;Therm Tech Refrigeracao Industrial Ltda;08/03/2024;7220;NF 45431;Fora de Garantia
9062;NRP 29K2900I 3/HG/STD/W72/CP/BDE/RC/20-10 - 2075;Therm Tech Refrigeracao Industrial Ltda;08/03/2024;7220;NF 45432;Fora de Garantia
9062;NRP 29K2900I 3/HG/STD/W72/CP/BDE/RC/20-10 - 2075;Therm Tech Refrigeracao Industrial Ltda;08/03/2024;7220;NF 45498;Fora de Garantia
9062;NRP 29K2900I 3/HG/STD/W72/CP/BDE/RC/20-10 - 2075;Therm Tech Refrigeracao Industrial Ltda;08/03/2024;7220;NF 45499;Fora de Garantia
9062;NRP 29K2900I 3/HG/STD/W72/CP/BDE/RC/20-10 - 2075;Therm Tech Refrigeracao Industrial Ltda;08/03/2024;7220;NF 45549;Fora de Garantia
9062;NRP 29K2900I 3/HG/STD/W72/CP/BDE/RC/20-10 - 2075;Therm Tech Refrigeracao Industrial Ltda;08/03/2024;7220;NF 45553;Fora de Garantia
9062;NRP 29K2900I 3/HG/STD/W72/CP/BDE/RC/20-10 - 2075;Therm Tech Refrigeracao Industrial Ltda;08/03/2024;7220;NF 45634;Fora de Garantia
9062;NRP 29K2900I 3/HG/STD/W72/CP/BDE/RC/20-10 - 2075;Therm Tech Refrigeracao Industrial Ltda;08/03/2024;7220;NF 45635;Fora de Garantia
9062;NRP 29K2900I 3/HG/STD/W72/CP/BDE/RC/20-10 - 2075;Therm Tech Refrigeracao Industrial Ltda;08/03/2024;7220;NF 45678;Fora de Garantia
9063;NRP 29K2900I 3/HG/STD/W72/CP/BDE/RC/20-10 - 2075;;08/03/2024;;;Fora de Garantia
9064;NRP 29K2900I 3/HG/STD/W72/CP/BDE/RC/20-10 - 2075;;08/03/2024;;;Fora de Garantia
9065;NRP 29K2900I 3/HG/STD/W72/CP/BDE/RC/20-10 - 2075;;08/03/2024;;;Fora de Garantia
9066;VCR 359EZ903 3/STD/TP;A. Tomasi e Cia Ltda;12/03/2024;7464;NF 45487;Fora de Garantia
9067;FCR 298EZ903 V/2/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;12/03/2024;7457;NF 45484;Fora de Garantia
9068;FCR 085AC802 H/3/STD/CE/MT - 2111;;12/03/2024;;;Fora de Garantia
9069;NTC 314A8 2/STD - 1969;Adoro S/A;12/03/2024;7458;NF 45702;Fora de Garantia
9070;Kit Adiabatico p/ VCR 3 x 910mm;Leao Equipamentos e Ferramentas Ltda;12/03/2024;7365;NF 45611;Fora de Garantia
9071;Coifa 350 mm para RTC 3 x 315 mm - P5000-004-0 (MTV00119T);Brasil Gourmet Industria e Comercio de Alimentos S.A.;15/03/2024;7343;NF 45562;Fora de Garantia
9072;VCR 153EC802 3/STD/AP/MT - 2125;Superfrio Solucoes em Refrigeracao Ltda;15/03/2024;7434;NF 45618;Fora de Garantia
9084;RCI 52A10 2/ED/STD;Maxibom Alimentos Ltda;19/03/2024;7486;NF 45543;Fora de Garantia
9084;RCI 52A10 2/ED/STD;Maxibom Alimentos Ltda;19/03/2024;7486;NF 45544;Fora de Garantia
9085;VCR 405EZ904 3/STD/AP/TP;WMS Supermercados do Brasil Ltda;19/03/2024;7476;NF 45633;Fora de Garantia
9086;VCR 405EZ904 3/STD/AP/TP;WMS Supermercados do Brasil Ltda;19/03/2024;7476;NF 45633;Fora de Garantia
9087;RCI 54A10 3/ED/STD;Q-Burguer Comercio de Carnes e Derivados Ltda;19/03/2024;7474;NF 45754;Fora de Garantia
9088;FCR 044B52 H/2/STD/W16/AP/CE - 2124 - Obsoleto;Technotrans America Latina Equipamentos Industriais Ltda;19/03/2024;7433;NF 45569;Fora de Garantia
9091;RCI 53D10 3/ED/STD;Q-Burguer Comercio de Carnes e Derivados Ltda;20/03/2024;7474;NF 45754;Fora de Garantia
9095;SRE 49D64T3400C 3/WD/HG/CO/CA - 2116;Pao de Queijo Farias Ltda;20/03/2024;7270;;Fora de Garantia
9096;RCI 632A10 3/HG/STD - 2126;Superfrio Solucoes em Refrigeracao Ltda;20/03/2024;7439;NF 45573;Fora de Garantia
9096;RCI 632A10 3/HG/STD - 2126;Superfrio Solucoes em Refrigeracao Ltda;20/03/2024;7439;NF 45612;Fora de Garantia
9097;RCI 64D12 2/EB/HG/STD - 2119;Oceantech Servicos Tecnicos Especializados de Engenharia e Refrigeracao Ltda;21/03/2024;7396;NF 45724;Fora de Garantia
9100;RCI 53D20/10 2/STD - 822 S/ Bandeja;JSM Industria e Comercio Ltda;22/03/2024;7497;NF 45782;Fora de Garantia
9100;RCI 53D20/10 2/STD - 822 S/ Bandeja;JSM Industria e Comercio Ltda;22/03/2024;7497;NF 45786;Fora de Garantia
9101;RCI 55D20/10 3/STD - 1047 S/ Bandeja;JSM Industria e Comercio Ltda;22/03/2024;7497;NF 45782;Fora de Garantia
9101;RCI 55D20/10 3/STD - 1047 S/ Bandeja;JSM Industria e Comercio Ltda;22/03/2024;7497;NF 45786;Fora de Garantia
9102;NCI 63E10 3/WD/HG/STD/BDE - 2015;Litoral Pescados Ltda;22/03/2024;7496;NF 45884;Fora de Garantia
9102;NCI 63E10 3/WD/HG/STD/BDE - 2015;Litoral Pescados Ltda;22/03/2024;7496;NF 45885;Fora de Garantia
9102;NCI 63E10 3/WD/HG/STD/BDE - 2015;Litoral Pescados Ltda;22/03/2024;7496;NF 45886;Fora de Garantia
9103;RCI 52D10 3/ED/STD;;22/03/2024;;;Fora de Garantia
9104;RTC 252E6 2/STD/W2/RR - 1475;Mazzero e Carvalho - Refrigeracao Ltda;22/03/2024;7502;NF 45703;Fora de Garantia
9105;RTC 252E6 2/STD/W4 - 1800;Mazzero e Carvalho - Refrigeracao Ltda;22/03/2024;7502;NF 45703;Fora de Garantia
9106;FCR 199EZ902 V/3/STD/TP;Mazzero e Carvalho - Refrigeracao Ltda;22/03/2024;7502;NF 45703;Fora de Garantia
9107;FCR 298EZ903 V/3/STD/TP;Mazzero e Carvalho - Refrigeracao Ltda;22/03/2024;7502;NF 45703;Fora de Garantia
9116;Bandeja para RTC 158L8 2/ED/STD;Davo Supermercados Ltda;26/03/2024;7509;NF 45594;Fora de Garantia
9117;CCI 52A10 3/ED/STD - 1388 (Padrao Racks);Racks Refrigeracao Ltda;27/03/2024;7510;NF 45673;Fora de Garantia
9117;CCI 52A10 3/ED/STD - 1388 (Padrao Racks);Racks Refrigeracao Ltda;27/03/2024;7570;NF 45758;Fora de Garantia
9118;RFD 31E04 2/STD/W4/CI/AP/RR - 1400 (Padrao Racks);Racks Refrigeracao Ltda;27/03/2024;7511;NF 45674;Fora de Garantia
9118;RFD 31E04 2/STD/W4/CI/AP/RR - 1400 (Padrao Racks);Racks Refrigeracao Ltda;27/03/2024;7511;NF 45718;Fora de Garantia
9119;RFD 31E04 2/STD/W4/CI/AP/RR - 1400 (Padrao Racks);Racks Refrigeracao Ltda;27/03/2024;7511;NF 45674;Fora de Garantia
9119;RFD 31E04 2/STD/W4/CI/AP/RR - 1400 (Padrao Racks);Racks Refrigeracao Ltda;27/03/2024;7511;NF 45718;Fora de Garantia
9124;SPT 48T5R 1600A CO/CA/MT/ESQ - 2121;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;28/03/2024;7401;NF 45677;Fora de Garantia
9125;SPT 48T5R 1600A CO/CA/MT/DIR - 2122;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;28/03/2024;7401;NF 45677;Fora de Garantia
9127;FCR 085AC802 H/3/STD/CE/MT - 2111;;01/04/2024;;;Fora de Garantia
9133;FCR 234AC804 V/3/STD;Savegnago Supermercados Ltda;02/04/2024;7525;NF 45665;Fora de Garantia
9134;CCI 52A10 3/ED/STD - 1388;;02/04/2024;;;Fora de Garantia
9135;CFD 31E04 2/STD/CI/AP - 807 (Padrao Racks);Racks Refrigeracao Ltda;02/04/2024;7527;NF 45675;Fora de Garantia
9136;CFD 31E04 2/STD - 807 (Padrao Racks);Racks Refrigeracao Ltda;02/04/2024;7527;NF 45675;Fora de Garantia
9137;CFD 32E04 2/STD - 807 (Padrao Racks);Racks Refrigeracao Ltda;02/04/2024;7527;NF 45675;Fora de Garantia
9138;CTC 352A6 3/STD - 1696 (Padrao Racks);Racks Refrigeracao Ltda;02/04/2024;7527;NF 45675;Fora de Garantia
9139;RTC 355A6 2M/STD/W9 - 1697;;02/04/2024;;;Fora de Garantia
9140;CTC 353A8 3/ED/STD/50HZ - 1694;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45704;Fora de Garantia
9140;CTC 353A8 3/ED/STD/50HZ - 1694;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45705;Fora de Garantia
9140;CTC 353A8 3/ED/STD/50HZ - 1694;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45709;Fora de Garantia
9140;CTC 353A8 3/ED/STD/50HZ - 1694;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45710;Fora de Garantia
9140;CTC 353A8 3/ED/STD/50HZ - 1694;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45738;Fora de Garantia
9140;CTC 353A8 3/ED/STD/50HZ - 1694;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45739;Fora de Garantia
9141;CCI 43A10 3/ED/STD - 1539;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45704;Fora de Garantia
9141;CCI 43A10 3/ED/STD - 1539;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45705;Fora de Garantia
9141;CCI 43A10 3/ED/STD - 1539;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45709;Fora de Garantia
9141;CCI 43A10 3/ED/STD - 1539;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45710;Fora de Garantia
9141;CCI 43A10 3/ED/STD - 1539;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45738;Fora de Garantia
9141;CCI 43A10 3/ED/STD - 1539;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45739;Fora de Garantia
9142;RTC 354A6 2M/STD/W9 - 1697;;02/04/2024;;;Fora de Garantia
9143;RTC 315A6 2/STD/W6 - 1477;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45704;Fora de Garantia
9143;RTC 315A6 2/STD/W6 - 1477;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45705;Fora de Garantia
9143;RTC 315A6 2/STD/W6 - 1477;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45709;Fora de Garantia
9143;RTC 315A6 2/STD/W6 - 1477;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45710;Fora de Garantia
9143;RTC 315A6 2/STD/W6 - 1477;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45738;Fora de Garantia
9143;RTC 315A6 2/STD/W6 - 1477;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45739;Fora de Garantia
9144;CCI 52A10 3/ED/STD - 1388;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7816;NF 46038;Fora de Garantia
9144;CCI 52A10 3/ED/STD - 1388;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7816;NF 46041;Fora de Garantia
9144;CCI 52A10 3/ED/STD - 1388;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7816;NF 46062;Fora de Garantia
9145;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45704;Fora de Garantia
9145;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45705;Fora de Garantia
9145;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45709;Fora de Garantia
9145;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45710;Fora de Garantia
9145;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45738;Fora de Garantia
9145;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/04/2024;7524;NF 45739;Fora de Garantia
9146;TC-200 8 Pol - 520 - Rev.02;;02/04/2024;;;Fora de Garantia
9147;TC-200 8 Pol - 520 - Rev.02;;02/04/2024;;;Fora de Garantia
9148;TC-400 8 Pol - 519 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;02/04/2024;7528;NF 45731;Fora de Garantia
9148;TC-400 8 Pol - 519 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;02/04/2024;7528;NF 45751;Fora de Garantia
9148;TC-400 8 Pol - 519 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;02/04/2024;7528;NF 45846;Fora de Garantia
9148;TC-400 8 Pol - 519 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;02/04/2024;7528;NF 45866;Fora de Garantia
9148;TC-400 8 Pol - 519 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;02/04/2024;7528;NF 45874;Fora de Garantia
9149;TC-700 - 643 - Rev. 02;Mecalor Solucoes em Engenharia Termica Ltda;02/04/2024;7528;NF 45731;Fora de Garantia
9149;TC-700 - 643 - Rev. 02;Mecalor Solucoes em Engenharia Termica Ltda;02/04/2024;7528;NF 45751;Fora de Garantia
9149;TC-700 - 643 - Rev. 02;Mecalor Solucoes em Engenharia Termica Ltda;02/04/2024;7528;NF 45846;Fora de Garantia
9149;TC-700 - 643 - Rev. 02;Mecalor Solucoes em Engenharia Termica Ltda;02/04/2024;7528;NF 45866;Fora de Garantia
9149;TC-700 - 643 - Rev. 02;Mecalor Solucoes em Engenharia Termica Ltda;02/04/2024;7528;NF 45874;Fora de Garantia
9150;FCR 085AC802 H/3/STD;Q-Burguer Comercio de Carnes e Derivados Ltda;02/04/2024;7518;NF 45775;Fora de Garantia
9151;SPT 18T10R 800A IX/CA - 2118;Passatec-Passamanaria e Tecelagem Ltda;04/04/2024;7373;NF 45804;Fora de Garantia
9152;SPT 8T8R 350A ED/CO/CA - 2129;Trox do Brasil Dif. de Ar Acustica Filt. Ventilacao Ltda.;04/04/2024;7491;NF 45717;Fora de Garantia
9153;SPT 12T3R 1320A ED/CO/CA - 2127;Servico Nacional de Aprendizagem Industrial - Senai;04/04/2024;7453;NF 45679;Fora de Garantia
9153;SPT 12T3R 1320A ED/CO/CA - 2127;Servico Nacional de Aprendizagem Industrial - Senai;04/04/2024;7453;NF 45698;Fora de Garantia
9154;SPT 42T2R 1990A CO/CA/ESQ - 2130;Sonda Supermercados Exportacao e Importacao S.A,;04/04/2024;7492;NF 45755;Fora de Garantia
9155;SPT 42T2R 1990A CO/CA/DIR - 2131;Sonda Supermercados Exportacao e Importacao S.A,;04/04/2024;7492;NF 45755;Fora de Garantia
9156;NCI 53B06 3/STD/EC/W16/CP/BD - 2123;Mayekawa do Brasil Equipamentos Industriais Ltda.;04/04/2024;7421;NF 46118;Fora de Garantia
9157;CCI 52A10 3/ED/STD - 1388;Mazzero e Carvalho - Refrigeracao Ltda;05/04/2024;7523;NF 45592;Fora de Garantia
9158;FCR 298EZ903 V/3/STD;Tenda Atacado S/A;08/04/2024;7541;NF 45729;Fora de Garantia
9159;RCI 41A10 3/ED/STD;Cold Air Industria e Comercio de Sistemas Refrigeracao Ltda;08/04/2024;7542;NF 45766;Fora de Garantia
9160;CTC 353E6 3/STD - 2041 (Padrao Racks);Racks Refrigeracao Ltda;08/04/2024;7540;NF 45732;Fora de Garantia
9161;VCR 060AE801 3/STD;Unidasul Distribuidora Alimenticia S.A.;08/04/2024;7675;NF 45783;Fora de Garantia
9162;VCR 180AE803 3/STD;Unidasul Distribuidora Alimenticia S.A.;08/04/2024;7675;NF 45783;Fora de Garantia
9163;Bandeja para RCI 52;Atacadao S.A.;08/04/2024;7543;NF 45598;Fora de Garantia
9176;CCI 52A10 3/ED/STD - 1388;;15/04/2024;;;Fora de Garantia
9178;Chicote Eletrico RCI 3X630/ED;;15/04/2024;;;Fora de Garantia
9179;CCI 52A10 3/ED/STD - 1388 (Padrao Racks);Racks Refrigeracao Ltda;15/04/2024;7570;NF 45758;Fora de Garantia
9180;RCI 52B10 3/ED/STD (Padrao Racks);Racks Refrigeracao Ltda;15/04/2024;7571;NF 45774;Fora de Garantia
9181;CCI 52A10 3/ED/STD - 1388 (Padrao Racks);Racks Refrigeracao Ltda;15/04/2024;7572;NF 45778;Fora de Garantia
9182;CCI 52A10 3/ED/STD/DC - 2110 (Padrao Racks);Racks Refrigeracao Ltda;15/04/2024;7572;NF 45778;Fora de Garantia
9183;RCI 52D06 3/ED/STD;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;15/04/2024;7573;NF 45811;Fora de Garantia
9184;RCI 43A10 3/HG/STD;Ponto Bom Industria de Produtos Alimenticios Ltda;15/04/2024;7574;NF 45851;Fora de Garantia
9185;RCI 51B10 3/ED/STD/AP;Bono Transportes Rodoviario e Distribuicao Ltda;15/04/2024;7577;NF 45812;Fora de Garantia
9186;RTC 313A8 2/STD/CI;Scalon e Cerchi Ltda;15/04/2024;7575;NF 45856;Fora de Garantia
9193;VCR 202EZ902 3/STD/AP;Companhia Brasileira de Distribuicao;17/04/2024;7584;NF 45779;Fora de Garantia
9194;RCI 52A10 3/ED/STD;Perfil Servicos e Comercio de Equipamentos Frigorificos Ltda;17/04/2024;7560;NF 45777;Fora de Garantia
9196;RCI 562B10 3/HG/STD/BD/RC - 2138;Profrio Ltda;17/04/2024;7521;NF 45803;Fora de Garantia
9201;FCR 372EZ904 V/2/STD/AP/TP/2M;Supermercado Varandas Ltda;18/04/2024;7581;NF 45715;Fora de Garantia
9202;FCR 279EZ903 V/2/STD/TP/AP/2M;Supermercado Varandas Ltda;18/04/2024;7582;NF 45716;Fora de Garantia
9210;VCR 304EZ903 3/STD/TP;Supermercado Santo Amaro Ltda;19/04/2024;7591;NF 45855;Fora de Garantia
9211;RCI 52D10 2/ED/STD;;19/04/2024;;;Fora de Garantia
9213;RCI 42A10 3/ED/STD;Supermercado Santo Amaro Ltda;19/04/2024;7591;NF 45855;Fora de Garantia
9214;RTC 314A8 2/ED/STD;Supermercado Santo Amaro Ltda;19/04/2024;7591;NF 45855;Fora de Garantia
9215;RTC 313A8 2/ED/STD;Supermercado Santo Amaro Ltda;19/04/2024;7591;NF 45855;Fora de Garantia
9216;RTC 254A8 2/ED/STD;Supermercado Santo Amaro Ltda;19/04/2024;7591;NF 45855;Fora de Garantia
9217;RFD 32E07 2/STD;Supermercado Santo Amaro Ltda;19/04/2024;7591;NF 45855;Fora de Garantia
9218;RFD 33E07 2/STD;Supermercado Santo Amaro Ltda;19/04/2024;7591;NF 45855;Fora de Garantia
9219;SPT 38T6R 1350A CO/CA/AP - 2120;Kim Neto Ind. e Com. de Panificacao Ltda;19/04/2024;7405;NF 45845;Fora de Garantia
9220;SPT 20T10R 390A IX/CA - 2133;Passatec-Passamanaria e Tecelagem Ltda;19/04/2024;7519;NF 46078;Fora de Garantia
9225;RCI 52D10 3/HG/STD;Mazzero e Carvalho - Refrigeracao Ltda;22/04/2024;7502;NF 45703;Fora de Garantia
9226;Kit Eletrico p/ RCI 62 ED/STD;Sendas Distribuidora S.A;22/04/2024;7598;NF 45658;Fora de Garantia
9227;FCR 298EZ903 V/2/STD/2M/TP;Sonda Supermercados Exportacao e Importacao S.A.;23/04/2024;7593;NF 45752;Fora de Garantia
9228;FCR 117AC802 H/3/STD/CE - 192;Bitzer Compressores Ltda;23/04/2024;7596;NF 45740;Fora de Garantia
9231;RFD 33E04 2/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;24/04/2024;7594;NF 45747;Fora de Garantia
9232;RFD 31E04 2/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;24/04/2024;7594;NF 45747;Fora de Garantia
9233;RTC 312A6 2/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;24/04/2024;7594;NF 45747;Fora de Garantia
9235;CTC 353A8 2/ED/STD - 1694;Perfil Refrigeracao Ind. Com. e Servico Ltda;25/04/2024;7524;NF 45704;Fora de Garantia
9235;CTC 353A8 2/ED/STD - 1694;Perfil Refrigeracao Ind. Com. e Servico Ltda;25/04/2024;7524;NF 45705;Fora de Garantia
9235;CTC 353A8 2/ED/STD - 1694;Perfil Refrigeracao Ind. Com. e Servico Ltda;25/04/2024;7524;NF 45709;Fora de Garantia
9235;CTC 353A8 2/ED/STD - 1694;Perfil Refrigeracao Ind. Com. e Servico Ltda;25/04/2024;7524;NF 45710;Fora de Garantia
9235;CTC 353A8 2/ED/STD - 1694;Perfil Refrigeracao Ind. Com. e Servico Ltda;25/04/2024;7524;NF 45738;Fora de Garantia
9235;CTC 353A8 2/ED/STD - 1694;Perfil Refrigeracao Ind. Com. e Servico Ltda;25/04/2024;7524;NF 45739;Fora de Garantia
9236;RTC 355A6 2/STD/W9 - 1697;Perfil Refrigeracao Ind. Com. e Servico Ltda;26/04/2024;7524;NF 45704;Fora de Garantia
9236;RTC 355A6 2/STD/W9 - 1697;Perfil Refrigeracao Ind. Com. e Servico Ltda;26/04/2024;7524;NF 45705;Fora de Garantia
