N° OP;Descrição do Item;Empresa;Data de Lançamento da OP;N° Pedido de Venda;N° Nota Fiscal;Situação da Garantia
9528;CCI 62B10 3/ED/STD/EC - 1690 (Padrao Racks);Racks Refrigeracao Ltda;25/06/2024;7830;NF 46176;Fora de Garantia
9529;VCR 146AC802 3/STD;Arneg Brasil Ltda;25/06/2024;7831;NF 46190;Fora de Garantia
9530;FCR 496EZ906 V/3/STD/AP;Perfil Refrigeracao Ind. Com. e Servico Ltda;25/06/2024;7832;NF 46017;Fora de Garantia
9531;ICR-W 1128 80AC01 H/4/IX/CA/CE - 1815;Inbras - Eriez Equipamentos Magneticos e Vibratorios Ltda;25/06/2024;7788;NF 46290;Fora de Garantia
9532;ICR-W 1125 91EZ03 V 3/IX/GP/CE - 983 R4 - 04/06/21;Sao Joao Energia Ambiental S.A.;25/06/2024;7762;NF 46500;Fora de Garantia
9532;ICR-W 1125 91EZ03 V 3/IX/GP/CE - 983 R4 - 04/06/21;Sao Joao Energia Ambiental S.A.;25/06/2024;7762;NF 46506;Fora de Garantia
9533;ICR-W 1125 91EZ03 V 3/IX/GP/CE - 983 R4 - 04/06/21;Sao Joao Energia Ambiental S.A.;25/06/2024;7763;NF 46844;Fora de Garantia
9533;ICR-W 1125 91EZ03 V 3/IX/GP/CE - 983 R4 - 04/06/21;Sao Joao Energia Ambiental S.A.;25/06/2024;7763;NF 46859;Fora de Garantia
9534;NCI 63E10 3/WD/HG/STD/BDE - 2015;Litoral Pescados Ltda;25/06/2024;7796;NF 46297;Fora de Garantia
9535;RTC 354A6 4/STD/50Hz - 1798;Bitzer Compressores Ltda;26/06/2024;7782;NF 46054;Fora de Garantia
9536;RCI 62B10 3/HG/STD;Carmel Industria e Comercio de Sobremesas Ltda;26/06/2024;7828;NF 46128;Fora de Garantia
9537;CFD 35E07 2/ED3/STD - 1286 (Padrao Racks);Racks Refrigeracao Ltda;26/06/2024;7833;NF 46140;Fora de Garantia
9538;RCI 52D06 3/STD/W40 - 1350 (Padrao Racks);Racks Refrigeracao Ltda;26/06/2024;7834;NF 46160;Fora de Garantia
9538;RCI 52D06 3/STD/W40 - 1350 (Padrao Racks);Racks Refrigeracao Ltda;26/06/2024;7834;NF 46161;Fora de Garantia
9539;CCI 52A10 3/ED/STD - 1388 (Padrao Racks);Racks Refrigeracao Ltda;26/06/2024;7834;NF 46160;Fora de Garantia
9539;CCI 52A10 3/ED/STD - 1388 (Padrao Racks);Racks Refrigeracao Ltda;26/06/2024;7834;NF 46161;Fora de Garantia
9540;VCR 446EZ904 3/STD/AP (Padrao Racks);Racks Refrigeracao Ltda;26/06/2024;7834;NF 46160;Fora de Garantia
9540;VCR 446EZ904 3/STD/AP (Padrao Racks);Racks Refrigeracao Ltda;26/06/2024;7834;NF 46161;Fora de Garantia
9541;VCR 304EZ903 3/STD/AP (Padrao Racks);Racks Refrigeracao Ltda;26/06/2024;7834;NF 46160;Fora de Garantia
9541;VCR 304EZ903 3/STD/AP (Padrao Racks);Racks Refrigeracao Ltda;26/06/2024;7834;NF 46161;Fora de Garantia
9542;RFD 32E04 2/STD/W4/AP - 1400 (Padrao Racks);Racks Refrigeracao Ltda;26/06/2024;7834;NF 46160;Fora de Garantia
9542;RFD 32E04 2/STD/W4/AP - 1400 (Padrao Racks);Racks Refrigeracao Ltda;26/06/2024;7834;NF 46161;Fora de Garantia
9547;RCI 42B06 3/STD/W12/RR - 1401;;02/07/2024;;;Fora de Garantia
9548;CCI 52D10 3/ED/STD - 1961;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;02/07/2024;7847;NF 46036;Fora de Garantia
9548;CCI 52D10 3/ED/STD - 1961;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;02/07/2024;7847;NF 46051;Fora de Garantia
9549;RCI 52B06 3/STD/BD;Profrio Ltda;02/07/2024;7837;NF 46169;Fora de Garantia
9550;RCI 53D20/10 3/STD - 822 S/ Bandeja;Rodrigues Medeiros Engenharia Ltda;02/07/2024;7838;NF 46209;Fora de Garantia
9551;RTC 353A6 3/STD/W9/BD - 1697;Laticinio Minas Gerais Ltda;02/07/2024;7842;NF 46212;Fora de Garantia
9552;RTC 312A6 2/STD/W3/RR - 1105;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/07/2024;7839;NF 46105;Fora de Garantia
9553;RFD 33E04 2/STD/W6/RR - 1211;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/07/2024;7839;NF 46105;Fora de Garantia
9554;RFD 31E04 2/STD/W2/RR - 1493;Perfil Refrigeracao Ind. Com. e Servico Ltda;02/07/2024;7839;NF 46105;Fora de Garantia
9555;RCI 42B10 3/ED/STD;Valupi Agroalimentos Ltda;02/07/2024;7848;NF 46210;Fora de Garantia
9556;FCR 104AC802 V/3/STD;Valupi Agroalimentos Ltda;02/07/2024;7848;NF 46210;Fora de Garantia
9557;RTC 354A6 4/STD/50Hz - 1798;Bitzer Compressores Ltda;02/07/2024;7840;NF 46213;Fora de Garantia
9558;FCR 140EZ902 H/4/STD/CE - 2164;Bitzer Compressores Ltda;02/07/2024;7840;NF 46213;Fora de Garantia
9559;RTC 316A6 2/STD/W9 - 1535;;02/07/2024;;;Fora de Garantia
9561;RCI 52A10 3/ED/STD;Refritherm Refrigeracao Ltda;03/07/2024;7852;NF 46170;Fora de Garantia
9562;NTC 313A6 2/STD/CP/BD - 1969;;03/07/2024;;;Fora de Garantia
9563;NTC 312A6 2/STD/CP/BD - 1969;;03/07/2024;;;Fora de Garantia
9564;NTC 314A6 2/STD/CP/BD - 1969;;03/07/2024;;;Fora de Garantia
9565;NTC 253E6 2/STD/CP/BD - 2158;Therm Tech Refrigeracao Industrial Ltda;03/07/2024;7766;NF 46145;Fora de Garantia
9566;NTC 252E6 2/HG/STD/CP/BD - 2159;Therm Tech Refrigeracao Industrial Ltda;03/07/2024;7766;NF 46145;Fora de Garantia
9567;NTC 353E6 2M/HG/STD/CP/BD - 2157;Therm Tech Refrigeracao Industrial Ltda;03/07/2024;7766;NF 46145;Fora de Garantia
9568;NTC 354E6 2M/STD/CP/BD - 2156;Therm Tech Refrigeracao Industrial Ltda;03/07/2024;7766;NF 46145;Fora de Garantia
9569;SPT 22T4R 1850A IX/CA - 2148;Itambe Alimentos S/A;03/07/2024;7700;NF 46141;Fora de Garantia
9570;NCI 63B10 3/WD/HG/STD/BDX - 1339;Frio Vale Refrigeracao Ltda;03/07/2024;7772;NF 46158;Fora de Garantia
9570;NCI 63B10 3/WD/HG/STD/BDX - 1339;Frio Vale Refrigeracao Ltda;03/07/2024;7772;NF 46162;Fora de Garantia
9572;FCR 050B52 V/4/EXP/CO/CI/ACO - 2155;AirMarine Engenharia Ltda;04/07/2024;7773;NF 46364;Fora de Garantia
9577;SRE 69D80T4400C 3/WD/HG/STD/DIR - 2140;Brasfish Industria e Comercio de Alimentos Ltda;09/07/2024;7635;NF 46178;Fora de Garantia
9577;SRE 69D80T4400C 3/WD/HG/STD/DIR - 2140;Brasfish Industria e Comercio de Alimentos Ltda;09/07/2024;7635;NF 46179;Fora de Garantia
9578;FCR 378AC806 V/3/STD;Pao com Letras Panificadora Ltda;10/07/2024;7861;NF 46214;Fora de Garantia
9579;VCR 292AC804 2/STD;Comercio de Alimentos Violeta Ltda;10/07/2024;7863;NF 46208;Fora de Garantia
9580;FCR 315AC805 V/3/STD;Comercio e Transporte de Frutas Primalta Ltda;10/07/2024;7854;NF 46268;Fora de Garantia
9580;FCR 315AC805 V/3/STD;Comercio e Transporte de Frutas Primalta Ltda;10/07/2024;7854;NF 46284;Fora de Garantia
9580;FCR 315AC805 V/3/STD;Comercio e Transporte de Frutas Primalta Ltda;10/07/2024;7854;NF 46285;Fora de Garantia
9580;FCR 315AC805 V/3/STD;Comercio e Transporte de Frutas Primalta Ltda;10/07/2024;7854;NF 46286;Fora de Garantia
9581;FCR 251AC804 V/3/STD;Comercio e Transporte de Frutas Primalta Ltda;10/07/2024;7854;NF 46268;Fora de Garantia
9581;FCR 251AC804 V/3/STD;Comercio e Transporte de Frutas Primalta Ltda;10/07/2024;7854;NF 46284;Fora de Garantia
9581;FCR 251AC804 V/3/STD;Comercio e Transporte de Frutas Primalta Ltda;10/07/2024;7854;NF 46285;Fora de Garantia
9581;FCR 251AC804 V/3/STD;Comercio e Transporte de Frutas Primalta Ltda;10/07/2024;7854;NF 46286;Fora de Garantia
9582;FCR 293AC805 V/3/STD;Comercio e Transporte de Frutas Primalta Ltda;10/07/2024;7854;NF 46268;Fora de Garantia
9582;FCR 293AC805 V/3/STD;Comercio e Transporte de Frutas Primalta Ltda;10/07/2024;7854;NF 46284;Fora de Garantia
9582;FCR 293AC805 V/3/STD;Comercio e Transporte de Frutas Primalta Ltda;10/07/2024;7854;NF 46285;Fora de Garantia
9582;FCR 293AC805 V/3/STD;Comercio e Transporte de Frutas Primalta Ltda;10/07/2024;7854;NF 46286;Fora de Garantia
9583;RTC 312A6 2/STD/W3/RR - 1105;Perfil Refrigeracao Ind. Com. e Servico Ltda;10/07/2024;7858;NF 46188;Fora de Garantia
9583;RTC 312A6 2/STD/W3/RR - 1105;Perfil Refrigeracao Ind. Com. e Servico Ltda;10/07/2024;7858;NF 46216;Fora de Garantia
9584;CTC 252A4 2/STD/G3 - 1900;Perfil Refrigeracao Ind. Com. e Servico Ltda;10/07/2024;7858;NF 46188;Fora de Garantia
9584;CTC 252A4 2/STD/G3 - 1900;Perfil Refrigeracao Ind. Com. e Servico Ltda;10/07/2024;7858;NF 46216;Fora de Garantia
9585;RFD 33E04 2/STD/W6/RR - 1211;Perfil Refrigeracao Ind. Com. e Servico Ltda;10/07/2024;7858;NF 46188;Fora de Garantia
9585;RFD 33E04 2/STD/W6/RR - 1211;Perfil Refrigeracao Ind. Com. e Servico Ltda;10/07/2024;7858;NF 46216;Fora de Garantia
9586;RFD 33E07 2/STD/W4/BD - 1400;Climatec Refrigeracao Ltda;10/07/2024;7857;NF 46223;Fora de Garantia
9587;TC-700 - 643 - Rev. 02;Mecalor Solucoes em Engenharia Termica Ltda;10/07/2024;7862;NF 46215;Fora de Garantia
9587;TC-700 - 643 - Rev. 02;Mecalor Solucoes em Engenharia Termica Ltda;10/07/2024;7862;NF 46263;Fora de Garantia
9587;TC-700 - 643 - Rev. 02;Mecalor Solucoes em Engenharia Termica Ltda;10/07/2024;7862;NF 46306;Fora de Garantia
9587;TC-700 - 643 - Rev. 02;Mecalor Solucoes em Engenharia Termica Ltda;10/07/2024;7862;NF 46377;Fora de Garantia
9588;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;10/07/2024;7862;NF 46215;Fora de Garantia
9588;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;10/07/2024;7862;NF 46263;Fora de Garantia
9588;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;10/07/2024;7862;NF 46306;Fora de Garantia
9588;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;10/07/2024;7862;NF 46377;Fora de Garantia
9589;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;10/07/2024;7862;NF 46215;Fora de Garantia
9589;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;10/07/2024;7862;NF 46263;Fora de Garantia
9589;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;10/07/2024;7862;NF 46306;Fora de Garantia
9589;TC-200 8 Pol - 520 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;10/07/2024;7862;NF 46377;Fora de Garantia
9590;RFD 32E04 2/STD/W4/CI/AP - 1400 (Padrao Racks);Racks Refrigeracao Ltda;11/07/2024;7866;NF 46217;Fora de Garantia
9591;RFD 31E04 2/STD/W4/CI/AP/RR - 1400 (Padrao Racks);Racks Refrigeracao Ltda;11/07/2024;7867;NF 46218;Fora de Garantia
9592;CCI 52A10 3/ED/STD - 1388 (Padrao Racks);Racks Refrigeracao Ltda;11/07/2024;7867;NF 46218;Fora de Garantia
9593;RCI 52A10 3/ED/STD;Climatec Refrigeracao Ltda;11/07/2024;7873;NF 46221;Fora de Garantia
9594;RCI 52B06 3/ED/STD;Climatec Refrigeracao Ltda;11/07/2024;7874;NF 46222;Fora de Garantia
9595;RCI 53A06 3/ED/STD;;11/07/2024;;;Fora de Garantia
9596;CTC 314A8 2/STD - 1362;Mazzero e Carvalho - Refrigeracao Ltda;11/07/2024;7871;NF 45987;Fora de Garantia
9597;RTC 351A6 2/STD - 1858;Maglioni Ribeiro e Cia Ltda;11/07/2024;7850;;Fora de Garantia
9598;CCI 52A10 3/ED/STD - 1388;Atacadao S.A.;11/07/2024;7876;NF 46224;Fora de Garantia
9599;CCI 52A10 3/ED/STD - 1388;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46226;Fora de Garantia
9599;CCI 52A10 3/ED/STD - 1388;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46227;Fora de Garantia
9599;CCI 52A10 3/ED/STD - 1388;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46262;Fora de Garantia
9600;CFD 34E07 2/ED/STD - 1286;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46226;Fora de Garantia
9600;CFD 34E07 2/ED/STD - 1286;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46227;Fora de Garantia
9600;CFD 34E07 2/ED/STD - 1286;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46262;Fora de Garantia
9601;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46226;Fora de Garantia
9601;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46227;Fora de Garantia
9601;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46262;Fora de Garantia
9602;RTC 253A6 2/STD/W3 - 1146;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46226;Fora de Garantia
9602;RTC 253A6 2/STD/W3 - 1146;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46227;Fora de Garantia
9602;RTC 253A6 2/STD/W3 - 1146;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46262;Fora de Garantia
9603;RFD 33E04 2/STD/W6/RR - 1211;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46226;Fora de Garantia
9603;RFD 33E04 2/STD/W6/RR - 1211;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46227;Fora de Garantia
9603;RFD 33E04 2/STD/W6/RR - 1211;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46262;Fora de Garantia
9604;RTC 312A6 2/STD/W3/RR - 1105;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46226;Fora de Garantia
9604;RTC 312A6 2/STD/W3/RR - 1105;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46227;Fora de Garantia
9604;RTC 312A6 2/STD/W3/RR - 1105;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46262;Fora de Garantia
9605;RFD 32E04 2/STD/W4/RR - 1400;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46226;Fora de Garantia
9605;RFD 32E04 2/STD/W4/RR - 1400;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46227;Fora de Garantia
9605;RFD 32E04 2/STD/W4/RR - 1400;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46262;Fora de Garantia
9606;CTC 252A4 2/STD/G3 - 1900;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46226;Fora de Garantia
9606;CTC 252A4 2/STD/G3 - 1900;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46227;Fora de Garantia
9606;CTC 252A4 2/STD/G3 - 1900;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46262;Fora de Garantia
9607;RCI 52D06 3/STD/W40/RR - 1350;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46226;Fora de Garantia
9607;RCI 52D06 3/STD/W40/RR - 1350;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46227;Fora de Garantia
9607;RCI 52D06 3/STD/W40/RR - 1350;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46262;Fora de Garantia
9608;VCR 405EZ904 3/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46226;Fora de Garantia
9608;VCR 405EZ904 3/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46227;Fora de Garantia
9608;VCR 405EZ904 3/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46262;Fora de Garantia
9609;VCR 223EZ902 3/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46226;Fora de Garantia
9609;VCR 223EZ902 3/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46227;Fora de Garantia
9609;VCR 223EZ902 3/STD;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7881;NF 46262;Fora de Garantia
9610;CCI 52A10 3/ED/STD - 1388;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46431;Fora de Garantia
9610;CCI 52A10 3/ED/STD - 1388;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46432;Fora de Garantia
9610;CCI 52A10 3/ED/STD - 1388;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46433;Fora de Garantia
9611;CFD 34E07 2/ED/STD - 1286;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46431;Fora de Garantia
9611;CFD 34E07 2/ED/STD - 1286;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46432;Fora de Garantia
9611;CFD 34E07 2/ED/STD - 1286;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46433;Fora de Garantia
9612;RCI 52D06 3/STD/W40/RR - 1350;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46431;Fora de Garantia
9612;RCI 52D06 3/STD/W40/RR - 1350;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46432;Fora de Garantia
9612;RCI 52D06 3/STD/W40/RR - 1350;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46433;Fora de Garantia
9613;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46431;Fora de Garantia
9613;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46432;Fora de Garantia
9613;RCI 42B06 3/STD/W12/RR - 1401;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46433;Fora de Garantia
9614;RFD 33E04 2/STD/W6/RR - 1211;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46431;Fora de Garantia
9614;RFD 33E04 2/STD/W6/RR - 1211;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46432;Fora de Garantia
9614;RFD 33E04 2/STD/W6/RR - 1211;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46433;Fora de Garantia
9615;RTC 312A6 2/STD/W3/RR - 1105;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46431;Fora de Garantia
9615;RTC 312A6 2/STD/W3/RR - 1105;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46432;Fora de Garantia
9615;RTC 312A6 2/STD/W3/RR - 1105;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46433;Fora de Garantia
9616;RFD 32E04 2/STD/W4/RR - 1400;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46431;Fora de Garantia
9616;RFD 32E04 2/STD/W4/RR - 1400;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46432;Fora de Garantia
9616;RFD 32E04 2/STD/W4/RR - 1400;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46433;Fora de Garantia
9617;CTC 252A4 2/STD/G3 - 1900;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46431;Fora de Garantia
9617;CTC 252A4 2/STD/G3 - 1900;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46432;Fora de Garantia
9617;CTC 252A4 2/STD/G3 - 1900;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46433;Fora de Garantia
9618;VCR 202EZ902 3/STD/AP;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46431;Fora de Garantia
9618;VCR 202EZ902 3/STD/AP;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46432;Fora de Garantia
9618;VCR 202EZ902 3/STD/AP;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46433;Fora de Garantia
9619;VCR 359EZ903 3/STD/AP;;15/07/2024;;;Fora de Garantia
9620;VCR 359EZ903 3/STD/AP;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46431;Fora de Garantia
9620;VCR 359EZ903 3/STD/AP;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46432;Fora de Garantia
9620;VCR 359EZ903 3/STD/AP;Perfil Refrigeracao Ind. Com. e Servico Ltda;15/07/2024;7882;NF 46433;Fora de Garantia
9621;VCC 618EZ906 3/STD/AP/TP;Grupo Fartura de Hortifrut S.A.;15/07/2024;7742;NF 46063;Fora de Garantia
9621;VCC 618EZ906 3/STD/AP/TP;Grupo Fartura de Hortifrut S.A.;15/07/2024;7742;NF 46064;Fora de Garantia
9622;Contra bandeja para TOR 74M6;Industria de Sorvetes Camagiva Ltda;15/07/2024;7879;NF 46052;Fora de Garantia
9623;NCI 62B20/10 3/WD/HG/STD/CP/BD/MTB/RC - 2153;BRF S.A.;16/07/2024;7764;NF 46177;Fora de Garantia
9624;NCI 62B20/10 3/WD/HG/STD/CP/BD/MTB/RC - 2153;BRF S.A.;16/07/2024;7764;NF 46177;Fora de Garantia
9625;PCF 41A03 HH/3/STD - 2154;Profrio Ltda;16/07/2024;7750;NF 46106;Fora de Garantia
9626;NTC 313A6 2/STD/CP/BD - 1969;Therm Tech Refrigeracao Industrial Ltda;17/07/2024;7766;NF 46145;Fora de Garantia
9627;NTC 312A6 2/STD/CP/BD - 1969;Therm Tech Refrigeracao Industrial Ltda;17/07/2024;7766;NF 46145;Fora de Garantia
9628;NTC 314A6 2/STD/CP/BD - 1969;Therm Tech Refrigeracao Industrial Ltda;17/07/2024;7766;NF 46145;Fora de Garantia
9643;CCI 52A10 3/ED/STD - 1388;Perfil Refrigeracao Ind. Com. e Servico Ltda;22/07/2024;7797;NF 46037;Fora de Garantia
9646;CTC 313A4 2/STD/G13 - 1691;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;23/07/2024;7847;NF 46036;Fora de Garantia
9646;CTC 313A4 2/STD/G13 - 1691;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;23/07/2024;7847;NF 46051;Fora de Garantia
9647;CCI 52A10 3/ED/STD - 1388;Perfil Refrigeracao Ind. Com. e Servico Ltda;23/07/2024;7816;NF 46038;Fora de Garantia
9647;CCI 52A10 3/ED/STD - 1388;Perfil Refrigeracao Ind. Com. e Servico Ltda;23/07/2024;7816;NF 46041;Fora de Garantia
9647;CCI 52A10 3/ED/STD - 1388;Perfil Refrigeracao Ind. Com. e Servico Ltda;23/07/2024;7816;NF 46062;Fora de Garantia
9648;RCI 42B06 3/STD/W16 - 1010;;23/07/2024;;;Fora de Garantia
9649;RCI 42B06 3/STD/W12/RR - 1401;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;23/07/2024;7847;NF 46036;Fora de Garantia
9649;RCI 42B06 3/STD/W12/RR - 1401;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;23/07/2024;7847;NF 46051;Fora de Garantia
9653;NCI 52B20/10 3/WD/HG/STD/BDE - 1067;Friozem Armazens Frigorificos Ltda;25/07/2024;7860;;Fora de Garantia
9654;NCI 53B08 3/STD/D/BD - 2166;Friozem Armazens Frigorificos Ltda;25/07/2024;7860;;Fora de Garantia
9656;NCI 632D10 2/STD/CP/BD - 2168;Allenge Refrigeracao Industrial Ltda;29/07/2024;7884;NF 46412;Fora de Garantia
9657;NCI 52B10 2/STD/CP/BD - 2175;Allenge Refrigeracao Industrial Ltda;29/07/2024;7884;NF 46412;Fora de Garantia
9658;RCI 51A10 3/ED/STD (Padrao Racks);Racks Refrigeracao Ltda;29/07/2024;7683;NF 46301;Fora de Garantia
9659;RCI 52A10 3/ED/STD/DC - 2160 (Padrao Racks);Racks Refrigeracao Ltda;29/07/2024;7683;NF 46301;Fora de Garantia
9660;RCI 51A10 3/STD;Relpi Industria e Comercio de Alimentos Ltda;29/07/2024;7891;NF 46267;Fora de Garantia
9661;RCI 41A10 3/HG/STD/S-MTV;Arkema Coatex Brasil Industria e Comercio Ltda;29/07/2024;7897;NF 46282;Fora de Garantia
9662;RCI 41B10 3/HG/STD;Profrio Ltda;29/07/2024;7901;NF 46289;Fora de Garantia
9663;TC-400 8 Pol - 519 - Rev.02;Mecalor Solucoes em Engenharia Termica Ltda;29/07/2024;7895;NF 46326;Fora de Garantia
9664;RCI 52B10 3/ED/STD (Padrao Racks);Racks Refrigeracao Ltda;29/07/2024;7910;NF 46305;Fora de Garantia
9665;RCI 51A10 3/ED/STD (Padrao Racks);Racks Refrigeracao Ltda;29/07/2024;7910;NF 46305;Fora de Garantia
9666;RCI 43B10 3/ED/STD (Padrao Racks);Racks Refrigeracao Ltda;29/07/2024;7910;NF 46305;Fora de Garantia
9667;RCI 52A10 3/ED/STD (Padrao Racks);Racks Refrigeracao Ltda;29/07/2024;7911;NF 46266;Fora de Garantia
9668;RCI 43A10 3/ED/STD (Padrao Racks);Racks Refrigeracao Ltda;29/07/2024;7911;NF 46266;Fora de Garantia
9670;RTC 316A6 2/STD/W9 - 1535;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46343;Fora de Garantia
9670;RTC 316A6 2/STD/W9 - 1535;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46344;Fora de Garantia
9671;RTC 252A6 2/STD/W2 - 1538;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46343;Fora de Garantia
9671;RTC 252A6 2/STD/W2 - 1538;NSF Industria e Comercio de Equipamentos para Instalacoes Comerciais Ltda;29/07/2024;7903;NF 46344;Fora de Garantia
